product_id,sale_date,quantity,unit_price
E488269-000,2023-01-02,1,19.90
E483562-000,2023-01-02,1,49.90
E484110-000,2023-01-02,1,29.90
E469871-000,2023-01-02,1,59.90
E481091-000,2023-01-02,1,5.90
E483832-000,2023.01.02,1,49.90
E478212-000,2023-01-02,1,9.90
E465760-000,2023-01-02,1,14.90
E481411-000,2023-01-02,1,19.90
E482880-000,2023-01-02,1,
E484603-000,2023-01-02,1,29.90
E484705-000,2023-01-02,1,49.90
E482942-000,2023-01-02,1,29.90
E452298-000,2023-01-02,1,29.90
E481412-000,2023-01-02,1,19.90
E483329-000,2023-01-02,1,19.90
E485717-000,2023-01-02,1,14.90
E480861-000,2023-01-02,1,19.90
E485993-000,2023-01-02,1,49.90
E480893-000,2023-01-02,2,7.90
E484064-000,2023-01-02,1,19.90
E484402-000,2023-01-02,1,49.90
E482611-000,2023-01-02,1,5.90
E482303-000,2023-01-02,1,29.90
e485717-000,2023-01-02,1,14.90
E481886-000,2023-01-02,1,9.90
E483430-000,2023-01-02,2,14.90
E483910-000,2023-01-02,1,29.90
E481994-000,2023-01-02,1,9.90
,2023-01-02,1,19.90
E483831-000,2023-01-02,-1,129.90
E462336-000,2023-01-02,1,49.90
E466374-000,2023-01-02,1,19.90
E483548-000,2023-01-02,1,29.90
E482732-000,2023-01-02,1,14.90
NEW-12345,2023-01-02,1,14.90
E483523-000,2023-01-02,1,
E483899-000,2023-01-02,1,29.90
E482443-000,2023-01-02,1,49.90
E480971-000,2023-01-02,1,9.90
E473968-000,2023-01-02,1,14.90
E478212-000,2023-01-02,1,9.90
E483416-000,2023-01-02,1,14.90
E482816-000,2023-01-02,1,29.90
E480302-000,2023-01-02,1,39.90
E482942-000,2023-01-02,1,29.90
E482259-000,2023-01-02,1,29.90
E481796-000,2023-01-02,1,14.90
E473319-000,2023-01-02,1,19.90
E486152-000,2023-01-02,1,฿19.90
E486152-000,2023-01-02,1,฿19.90
E462336-000,2023-01-02,1,49.90
E479194-000,2023-01-02,1,19.90
E473968-000,2023-01-02,1,14.90
E476854-000,2023-01-02,1,39.90
E424873-000,2023-01-02,1,14.90
E483523-000,2023-01-02,1,14.90
E479403-000,2023-01-02,1,29.90
E481885-000,2023-01-02,1,9.90
E484339-000,2023-01-02,1,29.90
E452298-000,2023-01-02,2,29.90
E483523-000,2023-01-02,1,14.90
E486152-000,2023-01-02,1,19.90
E482920-000,2023-01-02,1,49.90
E480966-000,2023-01-03,1,39.90
E481885-000,2023-01-03,1,9.90
E458325-000,2023-01-03,3,19.90
E480411-000,2023-01-03,1,19.90
E482880-000,2023-01-03,3,49.90
E456588-000,2023-01-03,1,49.90
E483807-000,2023-01-03,1,49.90
E483807-000,2023-01-03,1,49.90
E484244-000,2023-01-03,1,39.90
E462191-000,2023-01-03,1,3.90
E485200-000,2023-01-03,1,14.90
E479403-000,2023-01-03,1,29.90
E487668-000,2023-01-03,1,7.90
E462191-000,2023-01-03,1,3.90
E480059-000,2023-01-03,1,3.90
E478307-000,2023-01-03,1,29.90
E485025-000,2023-01-03,2,14.90
E473471-000,2023-01-03,2,39.90
E485750-000,2023-01-03,1,59.90
E481091-000,2023-01-03,1,5.90
E481091-000,2023-01-03,1,5.90
E465761-000,2023-01-03,1,39.90
E479597-000,2023-01-03,1,14.90
E469871-000,2023-01-03,1,59.90
E484932-000,2023-01-03,1,29.90
E487668-000,2023-01-03,1,7.90
E460431-000,2023-01-03,1,14.90
E488254-000,2023-01-03,1,19.90
E481885-000,2023-01-03,1,9.90
E483999-000,2023-01-03,1,29.90
E484607-000,2023-01-03,-1,29.90
E486964-000,2023-01-03,1,49.90
E475344-000,2023-01-03,2,49.90
E484463-000,2023-01-03,1,19.90
E480815-000,2023-01-03,1,19.90
E483428-000,2023-01-03,1,14.90
E485071-000,2023-01-03,1,19.90
E482454-000,2023-01-03,1,29.90
E456588-000,2023-01-03,1,49.90
E480861-000,2023-01-03,1,19.90
E474213-000,2023-01-03,1,7.90
E484110-000,2023-01-03,1,29.90
E482498-000,2023-01-03,1,39.90
E479293-000,2023-01-03,-1,49.90
E481980-000,2023-01-03,1,9.90
E482648-000,2023-01-03,1,19.90
E478346-000,2023-01-03,1,19.90
E482874-000,2023-01-03,1,59.90
E482010-000,2023-01-03,1,12.90
E484605-000,2023-01-03,1,29.90
E482942-000,2023-01-03,1,29.90
E479403-000,2023-01-03,1,29.90
E474244-000,2023-01-03,1,14.90
E481412-000,2023-01-03,1,19.90
E483836-000,2023-01-03,1,99.90
E482259-000,2023-01-03,1,29.90
E452298-000,2023-01-03,1,29.90
E479073-000,2023-01-03,1,39.90
E485223-000,2023-01-03,1,29.90
E485002-000,2023-01-03,1,5.90
E480966-000,2023-01-03,1,39.90
E483428-000,2023-01-03,1,14.90
E488260-000,2023-01-03,1,19.90
E482942-000,2023-01-03,1,29.90
E484778-000,2023-01-03,1,19.90
E482604-000,2023-01-03,1,7.90
E484932-000,2023-01-03,1,29.90
E479194-000,2023-01-03,1,19.90
E479407-000,2023-01-03,1,29.90
E486149-000,2023-01-03,1,19.90
E484244-000,2023-01-03,1,39.90
E484717-000,2023-01-03,1,24.90
E483294-000,2023-01-03,2,29.90
E487922-000,2023-01-03,1,19.90
E479403-000,2023-01-03,1,29.90
E484249-000,2023-01-03,1,59.90
E484846-000,2023-01-03,3,19.90
E483568-000,2023-01-03,1,39.90
E480302-000,2023-01-03,1,39.90
E479293-000,2023-01-03,1,49.90
E483999-000,2023-01-03,1,29.90
E483819-000,2023-01-03,1,59.90
E487668-000,2023-01-03,1,7.90
E484339-000,2023-01-03,1,29.90
E482454-000,2023-01-03,1,29.90
E474481-000,2023-01-03,1,19.90
E464284-000,2023-01-03,1,9.90
E484110-000,2023-01-03,1,29.90
E483910-000,2023-01-03,1,29.90
E479073-000,2023-01-03,1,39.90
E482604-000,2023-01-03,1,7.90
E481800-000,2023-01-03,1,14.90
E483036-000,2023-01-03,1,99.90
E483443-000,2023-01-03,2,29.90
E481412-000,2023-01-03,1,19.90
E482015-000,2023-01-03,1,12.90
E486152-000,2023-01-03,,19.90
E482606-000,2023-01-03,1,3.90
E485667-000,2023-01-03,1,19.90
E485667-000,2023-01-03,1,19.90
E480815-000,,1,19.90
NEW-12345,2023-01-03,1,19.90
,2023-01-03,1,14.90
E487807-000,2023-01-03,1,19.90
E467483-000,2023-01-03,2,49.90
E479597-000,2023-01-03,1,14.90
E485616-000,2023-01-03,1,14.90
E482498-000,2023-01-03,3,39.90
E485300-000,2023-01-04,1,19.90
E471601-000,2023-01-04,1,29.90
E481951-000,2023-01-04,1,9.90
E473177-000,2023-01-04,1,19.90
E488269-000,2023-01-04,1,19.90
E485002-000,2023-01-04,,5.90
E484247-000,2023-01-04,-1,79.90
e487807-000,2023-01-04,1,19.90
E482659-000,2023-01-04,1,29.90
E476997-000,2023-01-04,1,19.90
E475380-000,2023-01-04,1,49.90
E483836-000,2023-01-04,1,99.90
E483428-000,2023-01-04,1,14.90
E479293-000,2023-01-04,-2,49.90
E485002-000,2023-01-04,1,5.90
E484026-000,2023-01-04,1,49.90
E480800-000,2023-01-04,1,29.90
E482920-000,2023-01-04,1,49.90
E482648-000,2023-01-04,1,19.90
E480704-000,2023-01-04,1,14.90
E485667-000,2023-01-04,1,19.90
E487564-000,2023-01-04,1,19.90
E487564-000,2023-01-04,1,19.90
E465491-000,2023-01-04,-2,19.90
E482869-000,2023-01-04,1,59.90
E481411-000,2023-01-04,1,19.90
E484110-000,2023-01-04,1,29.90
E484913-000,2023-01-04,2,49.90
E461420-000,2023-01-04,1,29.90
E480966-000,2023-01-04,1,39.90
E482606-000,2023-01-04,1,3.90
E487807-000,2023-01-04,1,19.90
E484855-000,2023-01-04,1,49.90
E481951-000,2023-01-04,1,9.90
E464310-000,2023-01-04,1,14.90
E485455-000,2023-01-04,1,19.90
E483340-000,2023-01-04,1,14.90
E483831-000,2023-01-04,1,129.90
E484932-000,2023-01-04,1,29.90
E484932-000,2023-01-04,1,29.90
E480971-000,2023-01-04,-1,9.90
E462191-000,2023-01-04,3,3.90
E462191-000,2023-01-04,1,3.90
E484026-000,,1,49.90
E484186-000,2023-01-04,1,59.90
E483461-000,2023-01-04,1,14.90
E478652-000,2023-01-04,1,24.90
E458325-000,2023-01-04,1,19.90
E485667-000,2023-01-04,1,19.90
E486964-000,2023-01-04,1,49.90
E480411-000,2023-01-04,1,19.90
E464390-000,2023-01-04,1,14.90
E462216-000,2023-01-04,1,5.90
E485667-000,2023-01-04,1,19.90
E479503-000,2023-01-04,1,7.90
E478212-000,2023-01-04,1,9.90
E483548-000,2023-01-04,-1,29.90
E479194-000,04/01/2023,1,19.90
E482015-000,2023-01-04,1,12.90
E484287-000,2023-01-04,1,19.90
E484784-000,2023-01-04,1,29.90
E465755-000,2023-01-04,3,14.90
E483041-000,2023-01-04,1,49.90
E485498-000,2023-01-04,1,19.90
E481980-000,2023-01-04,2,9.90
E477653-000,2023-01-04,1,24.90
E483523-000,2023-01-04,3,14.90
E484934-000,2023-01-04,1,29.90
E484193-000,2023-01-04,-2,39.90
E483041-000,2023-01-04,1,49.90
E483562-000,2023-01-04,1,49.90
E485574-000,2023-01-04,1,29.90
E482303-000,2023-01-04,1,29.90
E456710-000,2023-01-04,,14.90
E483294-000,2023-01-04,1,29.90
E485223-000,2023-01-04,1,29.90
E482874-000,2023-01-04,1,59.90
E465491-000,2023-01-04,1,19.90
E484783-000,2023-01-04,1,39.90
E480861-000,2023-01-04,1,19.90
E462191-000,2023-01-04,1,3.90
E483416-000,2023-01-04,1,14.90
E467483-000,2023-01-04,2,49.90
E473968-000,2023-01-04,3,14.90
E482243-000,2023-01-04,1,29.90
E485455-000,2023-01-04,2,19.90
,2023-01-04,1,59.90
E488735-000,2023-01-04,1,19.90
E465491-000,2023-01-04,1,19.90
E488260-000,2023-01-04,1,19.90
E484605-000,2023-01-04,1,29.90
E483340-000,2023-01-04,1,14.90
E481885-000,2023-01-04,1,9.90
E479407-000,2023-01-04,1,29.90
E461420-000,2023-01-04,1,29.90
E474213-000,2023-01-04,1,7.90
E487505-000,2023-01-04,1,19.90
E487505-000,2023-01-04,1,19.90
E483461-000,2023-01-04,1,14.90
E478139-000,2023-01-04,1,24.90
E484063-000,2023-01-04,1,19.90
E462191-000,2023-01-04,2,3.90
E483757-000,2023-01-04,1,39.90
E482732-000,2023-01-04,1,14.90
E464284-000,2023-01-04,1,9.90
E481412-000,2023-01-04,1,19.90
E478652-000,2023-01-04,1,24.90
E481224-000,2023-01-04,1,14.90
E485574-000,2023-01-04,2,
E479293-000,2023-01-04,1,$49.90
E487571-000,2023-01-04,1,19.90
E441897-000,2023-01-04,1,5.90
E481800-000,2023-01-04,2,14.90
E483428-000,2023-01-04,3,14.90
E483416-000,2023-01-04,-2,14.90
E488046-000,2023-01-04,1,19.90
E482268-000,2023-01-04,-2,39.90
E469836-000,2023-01-04,1,19.90
E465185-000,2023-01-04,1,19.90
E465491-000,2023-01-04,1,19.90
E484249-000,2023-01-04,1,59.90
E472520-000,2023-01-04,2,19.90
E483899-000,2023-01-04,1,29.90
E487568-000,2023-01-04,1,19.90
E473177-000,2023-01-04,1,19.90
E481638-000,2023-01-04,1,29.90
E485724-000,2023-01-04,1,39.90
E482279-000,2023-01-04,1,59.90
E483428-000,2023-01-05,1,14.90
  E485724-000 ,2023-01-05,1,39.90
E483037-000,2023-01-05,1,99.90
E480800-000,2023-01-05,1,29.90
E483831-000,2023-01-05,1,129.90
E478652-000,2023-01-05,1,24.90
E476997-000,2023-01-05,1,19.90
NEW-12345,2023-01-05,1,14.90
E487668-000,2023-01-05,1,7.90
E484778-000,2023-01-05,1,19.90
E464390-000,2023-01-05,1,14.90
E485717-000,2023-01-05,3,14.90
E483836-000,2023-01-05,1,99.90
E483340-000,2023-01-05,1,14.90
E482303-000,2023-01-05,-1,29.90
E474481-000,2023-01-05,1,19.90
E484824-000,2023-01-05,1,19.90
E484063-000,2023-01-05,1,19.90
E449753-000,2023-01-05,1,29.90
E484932-000,2023-01-05,1,29.90
E483831-000,2023-01-05,1,129.90
E487908-000,2023-01-05,1,19.90
E483899-000,2023-01-05,1,29.90
E480059-000,2023-01-05,1,3.90
E483339-000,2023-01-05,1,29.90
E480893-000,2023-01-05,1,7.90
E486152-000,2023-01-05,1,19.90
E483831-000,2023-01-05,1,129.90
E483428-000,2023-01-05,1,14.90
E487564-000,2023-01-05,1,19.90
E482633-000,2023-01-05,3,5.90
E424873-000,2023-01-05,-1,14.90
E476997-000,2023-01-05,1,19.90
E479073-000,2023-01-05,1,39.90
E424873-000,2023-01-05,3,14.90
E457267-000,2023-01-05,1,5.90
E487668-000,2023-01-05,1,7.90
E488250-000,2023-01-05,-2,
E477704-000,2023-01-05,1,79.90
E483416-000,2023-01-05,1,14.90
E469871-000,2023-01-05,3,59.90
E483576-000,2023-01-05,1,14.90
E480893-000,2023-01-05,1,7.90
E476355-000,2023-01-05,1,19.90
E479182-000,2023-01-05,1,19.90
E482443-000,2023-01-05,1,49.90
E478346-000,2023-01-05,1,19.90
E469871-000,2023-01-05,2,59.90
E485300-000,2023-01-05,1,19.90
E484026-000,2023-01-05,1,49.90
E483831-000,2023-01-05,1,129.90
E456588-000,2023-01-05,1,49.90
E484934-000,2023-01-05,1,29.90
E480800-000,2023-01-05,2,29.90
E483436-000,2023-01-05,1,14.90
E459569-000,2023-01-05,1,19.90
E485711-000,2023-01-05,2,14.90
,2023-01-05,1,29.90
E487505-000,2023-01-05,1,19.90
E441897-000,2023-01-05,1,5.90
E480411-000,2023-01-05,1,19.90
E478009-000,2023-01-05,-1,49.90
E459568-000,2023-01-05,1,19.90
E483819-000,2023-01-05,1,59.90
E466374-000,2023-01-05,1,19.90
E483896-000,2023-01-05,1,29.90
E488269-000,2023-01-05,1,19.90
E457130-000,2023-01-05,-1,19.90
E483339-000,2023-01-05,1,29.90
E475346-000,2023-01-05,1,29.90
E480800-000,2023-01-05,2,29.90
E480966-000,2023-01-05,1,39.90
E467322-000,2023-01-05,1,14.90
E483762-000,2023-01-05,,129.90
E485687-000,2023-01-05,1,9.90
E478346-000,2023-01-05,1,19.90
E484783-000,2023-01-05,1,39.90
E484778-000,2023-01-05,1,19.90
E481091-000,2023-01-05,1,5.90
E479503-000,2023-01-05,1,7.90
E476997-000,2023-01-05,1,19.90
  E482085-000 ,2023-01-05,1,39.90
E483521-000,2023-01-05,1,14.90
E482301-000,2023-01-05,1,14.90
E475380-000,2023-01-05,1,49.90
E475380-000,2023-01-05,1,49.90
E483548-000,2023-01-05,1,29.90
E482015-000,2023-01-05,2,12.90
,2023-01-05,1,19.90
E484938-000,2023-01-05,1,39.90
E480966-000,2023-01-05,1,39.90
E477074-000,2023-01-05,1,14.90
E474481-000,2023-01-05,1,19.90
E471951-000,2023-01-05,1,5.90
E483899-000,2023-01-05,3,29.90
E483521-000,2023-01-05,1,14.90
E487807-000,2023-01-05,2,19.90
E481800-000,2023-01-05,1,14.90
E484846-000,2023-01-05,1,19.90
E484783-000,2023-01-05,1,39.90
E483819-000,2023-01-05,3,59.90
E487922-000,2023-01-05,1,19.90
E459569-000,2023-01-05,1,19.90
E481091-000,2023-01-05,-1,5.90
E484897-000,2023-01-05,1,29.90
E484339-000,2023-01-05,1,29.90
E485077-000,2023-01-05,1,19.90
E485251-000,2023-01-05,1,19.90
E480893-000,2023-01-05,1,7.90
E456588-000,2023-01-05,1,49.90
E464390-000,2023-01-05,1,14.90
E483562-000,2023-01-05,1,49.90
E483717-000,2023-01-05,1,24.90
E481965-000,2023-01-05,1,12.90
E483523-000,2023-01-05,1,14.90
E480346-000,2023-01-05,3,39.90
E483443-000,2023-01-05,1,29.90
E481637-000,2023-01-05,1,29.90
E482498-000,2023-01-05,1,39.90
E485717-000,2023-01-05,1,14.90
E457267-000,2023-01-05,1,5.90
E485455-000,2023-01-05,1,19.90
E482604-000,2023-01-05,1,7.90
E441897-000,2023-01-05,-1,5.90
E484079-000,2023-01-05,1,19.90
E467322-000,2023-01-05,1,14.90
E484478-000,2023-01-05,1,19.90
E483294-000,2023-01-05,1,29.90
E483836-000,2023-01-05,1,99.90
E482920-000,2023-01-05,1,49.90
E482920-000,2023-01-05,1,49.90
E459568-000,2023-01-05,1,19.90
E473968-000,2023-01-05,1,14.90
E480054-000,2023-01-05,1,14.90
E484721-000,2023-01-05,1,19.90
E479547-000,2023-01-05,1,5.90
E471951-000,2023-01-05,1,5.90
E483576-000,2023-01-05,3,14.90
E485652-000,2023-01-05,1,39.90
E481994-000,2023-01-05,-1,9.90
E467421-000,2023-01-05,1,14.90
E480346-000,2023-01-05,-1,39.90
E481630-000,2023-01-05,1,29.90
E483523-000,2023-01-05,2,14.90
E465760-000,2023-01-05,1,14.90
E465491-000,2023-01-05,1,19.90
E484897-000,2023-01-05,1,29.90
E482920-000,2023-01-05,1,49.90
E487566-000,2023-01-05,2,19.90
E482984-000,2023-01-05,1,9.90
E485612-000,2023-01-05,1,29.90
E482979-000,2023-01-05,1,29.90
E451648-000,2023-01-05,1,29.90
E485652-000,2023-01-05,1,39.90
E467483-000,2023-01-05,1,49.90
E461420-000,2023-01-05,1,29.90
E482979-000,2023-01-05,1,29.90
E483443-000,2023-01-05,1,29.90
E481637-000,2023-01-05,-2,29.90
E476997-000,2023-01-05,1,19.90
E481994-000,2023-01-05,1,9.90
E477074-000,2023-01-05,1,14.90
E481412-000,2023-01-05,1,19.90
,2023-01-05,-2,129.90
E484244-000,2023-01-05,1,39.90
E482984-000,2023-01-05,1,9.90
,2023-01-05,1,49.90
E452298-000,2023-01-05,1,29.90
E457575-000,2023-01-05,1,19.90
E484403-000,2023-01-05,1,49.90
E474481-000,2023-01-05,1,19.90
E483924-000,2023-01-05,3,19.90
E484958-000,2023-01-05,1,29.90
E464284-000,2023-01-05,1,9.90
E483762-000,2023-01-05,1,129.90
E484897-000,2023-01-05,1,29.90
E485002-000,2023-01-05,1,5.90
e485667-000,2023-01-05,1,19.90
E483340-000,2023-01-05,1,14.90
E485711-000,2023-01-05,1,14.90
E460431-000,2023-01-05,1,14.90
E484897-000,2023-01-05,1,29.90
E483340-000,2023-01-05,1,14.90
E484783-000,2023-01-05,1,39.90
E483999-000,2023-01-05,1,29.90
E483999-000,2023-01-05,1,29.90
E484193-000,2023-01-05,1,39.90
E487564-000,2023-01-05,1,19.90
E488046-000,2023-01-05,2,19.90
E480302-000,2023-01-05,1,39.90
E468496-000,2023-01-05,3,19.90
E464390-000,2023-01-05,1,14.90
E489591-000,2023-01-05,1,49.90
E484605-000,2023-01-05,1,29.90
E483002-000,2023-01-05,1,39.90
E484110-000,2023-01-05,1,29.90
E483896-000,2023-01-05,1,฿29.90
E483762-000,2023-01-05,1,129.90
E469765-000,2023-01-05,1,29.90
